filename,content,unit_type,char_count,word_count,start_pos,end_pos
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: País de la Universidad del Acuerdo ##

Notas generales:
- Permite clasificar los datos en función del país al que pertenece la universidad con la que se firma el acuerd bilateral.",section,194,38,3806,4000
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Programa de Movilidad ##

Notas generales:
- Permite clasificar los datos en función del programa de movilidad en virtud del cual se establece el acuerdo bilateral.",section,179,33,4001,4180
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Universidad del Acuerdo ##

Notas generales:
- Permite clasificar los datos en función de la universidad con la que se firma el acuerdo bilateral.",section,161,31,4181,4342
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Universidad del Acuerdo UNITA (S/N) ##

Notas generales:
- Permite clasificar los datos en función de si la universidad con la que se firma el acuerdo bilateral pertenece alianza de universidades europeas UNITA (S) o no (N).

>El primer curso académico en que están registradas universidades UNITA es 2020/21.",section,325,64,4343,4668
info_cubo_acuerdos_bilaterales_v11.md,=== MEDIDAS ===,paragraph,15,3,0,15
info_cubo_acuerdos_bilaterales_v11.md,"** Plazas ofertadas para alumnos **
Número total de plazas de movilidad de entrada y/o de salida que se ofertan, en virtud de programas de intercambio, para realizar una estancia temporal en una universidad (distinta de aquélla en la que se cursan estudios), en el marco de acuerdos bilaterales suscritos por Unizar y registrados en SIGMA.",paragraph,339,64,17,356
info_cubo_acuerdos_bilaterales_v11.md,>Nota: El intercambio debe ir asociado a algún tipo de reconocimiento académico.,paragraph,80,15,358,438
info_cubo_acuerdos_bilaterales_v11.md,"** Plazas asignadas a los alumnos OUT **
Número total de plazas de movilidad que han sido asignadas a estudiantes de Unizar para realizar estancias otras Universidades, correspondientes a los acuerdos bilaterales registrados en SIGMA.",paragraph,234,39,440,674
info_cubo_acuerdos_bilaterales_v11.md,">Nota: sólo se contabilizan plazas de programas de intercambio que tienen informados en SIGMA todos los
datos correspondientes a la solicitud del alumno, a la asignación de plaza y al contrato de estudios. Por tant se muestran datos correspondientes a los programas ERASMUS y SICUE desde el curso 2012/13, de Movilid UE-Suiza desde el curso 2014/15, y de UZ/NOA y Movilidad Iberoamérica desde el curso 2016/17.",paragraph,410,73,676,1086
info_cubo_acuerdos_bilaterales_v11.md,"** Plazas ofertadas a docentes **
Número total de plazas de movilidad que se ofertan al personal docente de entrada y/o salida, en virtud de programas de intercambio suscritos por Unizar, para realizar una estancia temporal en una universidad (distinta de aquélla en que imparten docencia).",paragraph,290,53,1088,1378
info_cubo_acuerdos_bilaterales_v11.md,"** Número de acuerdos bilaterales **
Número total de acuerdos de movilidad con otras universidades, registrados en SIGMA, en el marco de los programas de intercambio suscritos por Unizar.",paragraph,187,34,1380,1567
info_cubo_acuerdos_bilaterales_v11.md,=== DIMENSIONES ===,paragraph,19,3,1569,1588
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: CURSO ACADÉMICO ##,paragraph,32,8,1590,1622
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Clasifica los datos en función del curso académico para el que tiene vigencia el acuerdo bilateral.",paragraph,118,21,1624,1742
info_cubo_acuerdos_bilaterales_v11.md,>Nota: El primer curso académico del que constan datos es el 2012/13.,paragraph,69,15,1744,1813
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Centro Responsable ##,paragraph,35,8,1815,1850
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función del centro de Unizar responsable del acuerdo de movilidad.",paragraph,117,20,1852,1969
info_cubo_acuerdos_bilaterales_v11.md,">Nota: Para los acuerdos que no tienen centro responsable, se indica 021-Ámbito General.",paragraph,88,17,1971,2059
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Colectivo ##,paragraph,26,7,2061,2087
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función del colectivo al que está destinada la movilidad en el acuerdo bilatera",paragraph,130,22,2089,2219
info_cubo_acuerdos_bilaterales_v11.md,">Valores posibles: Alumnos, Docentes.",paragraph,37,8,2221,2258
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Entrada o Salida (IN/OUT) ##,paragraph,42,12,2260,2302
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función de si el acuerdo bilateral oferta plazas de movilidad de entrada (IN) o salida (OUT).",paragraph,144,30,2304,2448
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Fecha de actualización ##,paragraph,39,9,2450,2489
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Indica la fecha de la última recarga de datos. Habitualmente se realiza el domingo anterior a la fecha de consulta de datos.",paragraph,143,28,2491,2634
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Idioma ##,paragraph,23,7,2636,2659
info_cubo_acuerdos_bilaterales_v11.md,"Atributos:
• Nivel Principal:
Permite clasificar los datos en función del idioma principal contemplado en el acuerdo bilateral.",paragraph,127,21,2661,2788
info_cubo_acuerdos_bilaterales_v11.md,>Nota: se indica “no informado” cuando no hay un idioma registrado en el acuerdo.,paragraph,81,19,2790,2871
info_cubo_acuerdos_bilaterales_v11.md,"• Nivel Secundario:
Permite clasificar los datos en función del idioma secundario contemplado en el acuerdo bilateral.",paragraph,118,19,2873,2991
info_cubo_acuerdos_bilaterales_v11.md,>Nota: se indica “no informado” cuando no hay un idioma registrado en el acuerdo.,paragraph,81,19,2993,3074
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Meses ofertados por plaza ##,paragraph,42,10,3076,3118
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función de la duración de la estancia en meses contemplada en el acuerdo.",paragraph,124,23,3120,3244
info_cubo_acuerdos_bilaterales_v11.md,">Nota: las estancias correspondientes a las plazas asignadas a docentes no tienen informada duración (se
indica “No informado”).",paragraph,128,25,3246,3374
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Nivel de estudios ##,paragraph,34,9,3376,3410
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite identificar el nivel formativo de los estudiantes establecido en el acuerdo bilateral.",paragraph,113,18,3412,3525
info_cubo_acuerdos_bilaterales_v11.md,">Valores posibles: Undergraduate, Undergraduate/Postgraduate, Undergraduate/Doctoral,
Undergraduate/Postgraduate/Doctoral, Postgraduate, Postgraduate/Doctoral, Doctoral.",paragraph,169,18,3527,3696
info_cubo_acuerdos_bilaterales_v11.md,>Nota: Para los datos correspondientes a las plazas asignadas a docentes se muestra el valor “(Docentes)”.,paragraph,106,23,3698,3804
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: País de la Universidad del Acuerdo ##,paragraph,51,12,3806,3857
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función del país al que pertenece la universidad con la que se firma el acuerd bilateral.",paragraph,140,26,3859,3999
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Programa de Movilidad ##,paragraph,38,9,4001,4039
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función del programa de movilidad en virtud del cual se establece el acuerdo bilateral.",paragraph,138,24,4041,4179
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Universidad del Acuerdo ##,paragraph,40,9,4181,4221
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función de la universidad con la que se firma el acuerdo bilateral.",paragraph,118,22,4223,4341
info_cubo_acuerdos_bilaterales_v11.md,## DIMENSION: Universidad del Acuerdo UNITA (S/N) ##,paragraph,52,13,4343,4395
info_cubo_acuerdos_bilaterales_v11.md,"Notas generales:
- Permite clasificar los datos en función de si la universidad con la que se firma el acuerdo bilateral pertenece alianza de universidades europeas UNITA (S) o no (N).",paragraph,184,37,4397,4581
info_cubo_acuerdos_bilaterales_v11.md,>El primer curso académico en que están registradas universidades UNITA es 2020/21.,paragraph,83,14,4583,4666
info_cubo_acuerdos_bilaterales_v11.md,"=== MEDIDAS ===

** Plazas ofertadas para alumnos **
Número total de plazas de movilidad de entrada y/o de salida que se ofertan, en virtud de programas de intercambio, para realizar una estancia temporal en una universidad (distinta de aquélla en la que se cursan estudios), en el marco de acuerdos bilaterales suscritos por Unizar y registrados en SIGMA.",sentence,356,67,0,356
info_cubo_acuerdos_bilaterales_v11.md,>Nota: El intercambio debe ir asociado a algún tipo de reconocimiento académico.,sentence,80,15,356,436
info_cubo_acuerdos_bilaterales_v11.md,"** Plazas asignadas a los alumnos OUT **
Número total de plazas de movilidad que han sido asignadas a estudiantes de Unizar para realizar estancias otras Universidades, correspondientes a los acuerdos bilaterales registrados en SIGMA.",sentence,234,39,438,672
info_cubo_acuerdos_bilaterales_v11.md,">Nota: sólo se contabilizan plazas de programas de intercambio que tienen informados en SIGMA todos los
datos correspondientes a la solicitud del alumno, a la asignación de plaza y al contrato de estudios.",sentence,205,37,674,879
info_cubo_acuerdos_bilaterales_v11.md,"Por tant se muestran datos correspondientes a los programas ERASMUS y SICUE desde el curso 2012/13, de Movilid UE-Suiza desde el curso 2014/15, y de UZ/NOA y Movilidad Iberoamérica desde el curso 2016/17.",sentence,204,36,881,1085
info_cubo_acuerdos_bilaterales_v11.md,"** Plazas ofertadas a docentes **
Número total de plazas de movilidad que se ofertan al personal docente de entrada y/o salida, en virtud de programas de intercambio suscritos por Unizar, para realizar una estancia temporal en una universidad (distinta de aquélla en que imparten docencia).",sentence,290,53,1086,1376
info_cubo_acuerdos_bilaterales_v11.md,"** Número de acuerdos bilaterales **
Número total de acuerdos de movilidad con otras universidades, registrados en SIGMA, en el marco de los programas de intercambio suscritos por Unizar.",sentence,187,34,1378,1565
info_cubo_acuerdos_bilaterales_v11.md,"=== DIMENSIONES ===

## DIMENSION: CURSO ACADÉMICO ##

Notas generales:
- Clasifica los datos en función del curso académico para el que tiene vigencia el acuerdo bilateral.",sentence,173,32,1567,1740
info_cubo_acuerdos_bilaterales_v11.md,>Nota: El primer curso académico del que constan datos es el 2012/13.,sentence,69,15,1742,1811
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Centro Responsable ##

Notas generales:
- Permite clasificar los datos en función del centro de Unizar responsable del acuerdo de movilidad.",sentence,154,28,1813,1967
info_cubo_acuerdos_bilaterales_v11.md,">Nota: Para los acuerdos que no tienen centro responsable, se indica 021-Ámbito General.",sentence,88,17,1969,2057
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Colectivo ##

Notas generales:
- Permite clasificar los datos en función del colectivo al que está destinada la movilidad en el acuerdo bilatera

>Valores posibles: Alumnos, Docentes.",sentence,197,37,2059,2256
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Entrada o Salida (IN/OUT) ##

Notas generales:
- Permite clasificar los datos en función de si el acuerdo bilateral oferta plazas de movilidad de entrada (IN) o salida (OUT).",sentence,188,42,2258,2446
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Fecha de actualización ##

Notas generales:
- Indica la fecha de la última recarga de datos.",sentence,106,23,2448,2554
info_cubo_acuerdos_bilaterales_v11.md,Habitualmente se realiza el domingo anterior a la fecha de consulta de datos.,sentence,77,14,2556,2633
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Idioma ##

Atributos:
• Nivel Principal:
Permite clasificar los datos en función del idioma principal contemplado en el acuerdo bilateral.",sentence,152,28,2634,2786
info_cubo_acuerdos_bilaterales_v11.md,>Nota: se indica “no informado” cuando no hay un idioma registrado en el acuerdo.,sentence,81,19,2788,2869
info_cubo_acuerdos_bilaterales_v11.md,"• Nivel Secundario:
Permite clasificar los datos en función del idioma secundario contemplado en el acuerdo bilateral.",sentence,118,19,2871,2989
info_cubo_acuerdos_bilaterales_v11.md,>Nota: se indica “no informado” cuando no hay un idioma registrado en el acuerdo.,sentence,81,19,2991,3072
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Meses ofertados por plaza ##

Notas generales:
- Permite clasificar los datos en función de la duración de la estancia en meses contemplada en el acuerdo.",sentence,168,33,3074,3242
info_cubo_acuerdos_bilaterales_v11.md,">Nota: las estancias correspondientes a las plazas asignadas a docentes no tienen informada duración (se
indica “No informado”).",sentence,128,25,3244,3372
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Nivel de estudios ##

Notas generales:
- Permite identificar el nivel formativo de los estudiantes establecido en el acuerdo bilateral.",sentence,149,27,3374,3523
info_cubo_acuerdos_bilaterales_v11.md,">Valores posibles: Undergraduate, Undergraduate/Postgraduate, Undergraduate/Doctoral,
Undergraduate/Postgraduate/Doctoral, Postgraduate, Postgraduate/Doctoral, Doctoral.",sentence,169,18,3525,3694
info_cubo_acuerdos_bilaterales_v11.md,>Nota: Para los datos correspondientes a las plazas asignadas a docentes se muestra el valor “(Docentes)”.,sentence,106,23,3696,3802
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: País de la Universidad del Acuerdo ##

Notas generales:
- Permite clasificar los datos en función del país al que pertenece la universidad con la que se firma el acuerd bilateral.",sentence,193,38,3804,3997
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Programa de Movilidad ##

Notas generales:
- Permite clasificar los datos en función del programa de movilidad en virtud del cual se establece el acuerdo bilateral.",sentence,178,33,3999,4177
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Universidad del Acuerdo ##

Notas generales:
- Permite clasificar los datos en función de la universidad con la que se firma el acuerdo bilateral.",sentence,160,31,4179,4339
info_cubo_acuerdos_bilaterales_v11.md,"## DIMENSION: Universidad del Acuerdo UNITA (S/N) ##

Notas generales:
- Permite clasificar los datos en función de si la universidad con la que se firma el acuerdo bilateral pertenece alianza de universidades europeas UNITA (S) o no (N).",sentence,238,50,4341,4579
info_cubo_acuerdos_bilaterales_v11.md,>El primer curso académico en que están registradas universidades UNITA es 2020/21.,sentence,83,14,4581,4664
info_cubo_admision_v19.md,"=== MEDIDAS ===

** Solicitudes **
Número de peticiones de acceso a un plan de estudios presentadas por los estudiantes que cumplen alguno de los requisitos de acceso a la Universidad que marca la legislación vigente. Notas:

>Si se ejecuta una consulta sin incluir la convocatoria, se contará dos veces a las personas que presenten
una solicitud de admisión en la convocatoria ordinaria y otra en la convocatoria extraordinaria.

>Si se ejecuta una consulta sin incluir el plan de estudios, se contará el número de personas que presentan
una solicitud de admisión.

>Si se ejecuta una consulta incluyendo el plan de estudios, se contarán tantas solicitudes como opciones
de preferencia incluyan los estudiantes en su solicitud de admisión.

** Nota Media **
Nota media de admisión de los estudiantes que participan en el proceso de admisión. Notas:

>Si en la consulta se introduce el plan de estudios, el indicador resultante será la nota media de admisión
de los estudiantes que solicitan admisión en el plan. Si se quiere conocer la nota media de los admitidos, deberá seleccionarse el valor S en la dimensión ""Admitido"" y si se desea conocer la nota media de los matriculados de nuevo ingreso, deberá seleccionarse el valor S en la dimensión ""Matric. Nuevo Ingreso"".

>Es recomendable introducir la dimensión ""cupo adjudicación"" para poder distinguir las notas medias de
admisión del cupo general y de los cupos de reserva.

** Solicitantes **
Número de personas que presentan una solicitud de admisión. Nota:

>Si se ejecuta una consulta sin incluir la convocatoria, se contará a cada estudiante una sola vez,
independientemente de si presenta una o dos solicitudes de admisión en un mismo curso académico.",section,1713,318,0,1713
info_cubo_admision_v19.md,=== DIMENSIONES ===,section,20,3,1714,1734
info_cubo_admision_v19.md,"## DIMENSION: Adjudicación ##

Atributos:
• Admitido (S/N):
Identifica si la solicitud han sido admitida (S) o no (N) en un estudio y curso académico determinados. Notas:

>Un estudiante admitido es aquél al que se le adjudica una plaza de nuevo ingreso, independientemente
de si después formaliza o no la matrícula.

>Esta variable incluye los admitidos en el momento de la adjudicación y los admitidos posteriores, en virtud
de los llamamientos o de un recurso resuelto a su favor.

• Convocatoria:
Clasifica las solicitudes en función de si participan en la convocatoria ordinaria de admisión o en la extraordinaria.

• Estado:
Distingue si las solicitudes han sido admitidas (en el proceso de adjudicación), admitidas posteriores (en virtud de un llamamiento o de un recurso resuelto a favor del solicitante), se encuentran en lista de espera, no han sido consideradas por tratarse de una preferencia posterior a la de un plan de estudios en que ha sido admitido el solicitante, o han sido desactivadas por llamamiento (si ha sido llamado en cualquier estudio y en cualquier cupo, se desactiva el estudio que tenga por debajo de sus preferencias).

• Matriculado de Nuevo Ingreso (S/N):
Indica si el solicitante ha formalizado su matrícula (S) o no (N) en el estudio y curso académico en que ha sido admitido. Notas:

>Se identifica con la persona que se matricula en un plan de estudios, consumiendo alguna de las plazas
ofertadas para ese año y plan.

>No se consideran matriculados de nuevo ingreso los que acceden a un estudio por el procedimiento de
cambio de estudios, traslado de expediente o de adaptación al grado.

• Tipo de Acceso:
Distingue entre solicitudes participantes en el proceso de preinscripción (adjudicación por distrito propio) y matrícula directa sin necesidad de realizar solicitud de admisión en aquellos planes de estudios con plazas vacantes que activen este procedimiento en la convocatoria extraordinaria (adjudicación extraordinaria).

• Tipo de Procedimiento:
Clasifica las solicitudes en función de si han sido o no objeto de reclamación tras el proceso de adjudicación. Valores posibles:

>Normal: el solicitante no presenta reclamación a las listas de admisión y, por tanto, no hay cambios tras
el resultado de adjudicación.

>Recurso: el solicitante presenta reclamación a las listas de admisión, resolviéndose ésta a favor del
solicitante y modificándose su posición en las listas de admisión.",section,2436,453,1735,4171
info_cubo_admision_v19.md,"## DIMENSION: CURSO ACADÉMICO ##

Notas generales:
- Identifica los diferentes cursos académicos (por ejemplo 2021/22).",section,120,23,4172,4292
info_cubo_admision_v19.md,"## DIMENSION: Fecha de actualización ##

Notas generales:
- Indica la fecha de la última recarga de datos. Habitualmente es el domingo anterior a la consulta de datos.",section,168,34,4293,4461
info_cubo_admision_v19.md,"## DIMENSION: Solicitante ##

Atributos:
• País de Nacionalidad:
Permite clasificar los datos en función del país de nacionalidad legal de los solicitantes.

• Población de nacimiento:
Identifica el país, la comunidad autónoma, la provincia o la población de nacimiento informada por el solicitante.

• Rango de Edad:
Permite agrupar los rangos de edad de los solicitantes en función de su edad a 31 de diciembre del curso académico en que solicitan admisión.

>Valores posibles: 18 años o menos, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 a 34, 35 a 39, 40 a 44, 45
a 49, 50 a 54, 55 a 59, 60 a 64, 65 años o más.

• Residencia Familiar:
Identifica el país, la comunidad autónoma, la provincia o la población de residencia familiar informada por el solicitante.

• Sexo:
Permite agrupar los solicitantes en función de su sexo.

• Universidad de Origen:
Clasifica a los solicitantes en función de la universidad de la que proceden (en la que han cursado estudios previos o en la que han superado las Pruebas de Acceso correspondientes).",section,1041,226,4462,5503
info_cubo_admision_v19.md,"## DIMENSION: Solicitud ##

Atributos:
• Centro:
Permite clasificar las solicitudes en función del centro en que se imparte la titulación solicitada.

• Centro Campus:
Permite clasificar las solicitudes en función del campus en que se ubica el centro en que se imparte la titulación solicitada.

• Centro Localidad:
Permite clasificar las solicitudes en función de la localidad en que se ubica el centro en que se imparte la titulación solicitada.

• Centro Tipo:
Permite clasificar las solicitudes en función del tipo de centro (facultad, escuela universitaria, centro adscrito, etc.) en que se imparte la titulación solicitada.

• Cupo de Adjudicación:
Clasifica las solicitudes en función de si participan del cupo general (EVAU-PAU, CFGS, Credencial UNED) o de los de reserva (titulados universitarios o equivalentes, mayores de 25 años, mayores de 45 años, mayores de 40 años con experiencia profesional, discapacitados, deportistas de alto nivel o de alto rendimiento).

• Estudio Previo:
Identifica la clase de estudio cursado anteriormente por los estudiantes, que les da acceso a la Universidad, de acuerdo con los requisitos establecidos por la legislación vigente.

>Valores posibles: Pruebas de Acceso, COU sin PAU, FP, Titulados Universitarios, Mayores de 25, Mayores
de 40, Mayores de 45.

>Los estudiantes procedentes de Bachillerato se incluyen en “Pruebas de Acceso”. Los estudiantes
procedentes de Ciclos Formativos de Grado Superior se incluyen en “FP”, aunque se hayan presentado a la fase específica de la EvAU.

>Nota: el valor “No informado” se aplica a estudiantes procedentes de adaptaciones por extinción de
planes de estudios o que no han accedido a la titulación por procedimientos de preinscripción.

• Orden de Preferencia:
Clasifica las solicitudes en función del orden de preferencia consignada en la solicitud de admisión para cada una de las titulaciones solicitadas.

>Valores posibles: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10.

• Rango de calificación:
Clasifica las solicitudes en función del rango de la nota de admisión válida para cada una de las titulaciones solicitadas.

>Valores posibles: entre 5 y 6, entre 6 y 7, entre 7 y 8, entre 8 y 9, entre 9 y 10, entre 10 y 11, entre 11 y
12, entre 12 y 13, entre 13 y 14.

• Titulación Estudio:
Permite identificar el estudio solicitado en el proceso de admisión.

• Titulación Plan:
Permite identificar el plan de estudios solicitado en el proceso de admisión.

• Titulación Rama:
Permite identificar la rama de conocimiento asignada a la titulación solicitada en el proceso de admisión.

• Titulación Tipo:
Permite identificar el tipo de titulación solicitada: grado, licenciatura o equivalente, diplomatura o equivalente.",section,2703,523,5504,8207
info_cubo_admision_v19.md,=== MEDIDAS ===,paragraph,15,3,0,15
info_cubo_admision_v19.md,"** Solicitudes **
Número de peticiones de acceso a un plan de estudios presentadas por los estudiantes que cumplen alguno de los requisitos de acceso a la Universidad que marca la legislación vigente. Notas:",paragraph,207,38,17,224
info_cubo_admision_v19.md,">Si se ejecuta una consulta sin incluir la convocatoria, se contará dos veces a las personas que presenten
una solicitud de admisión en la convocatoria ordinaria y otra en la convocatoria extraordinaria.",paragraph,203,35,226,429
info_cubo_admision_v19.md,">Si se ejecuta una consulta sin incluir el plan de estudios, se contará el número de personas que presentan
una solicitud de admisión.",paragraph,134,26,431,565
info_cubo_admision_v19.md,">Si se ejecuta una consulta incluyendo el plan de estudios, se contarán tantas solicitudes como opciones
de preferencia incluyan los estudiantes en su solicitud de admisión.",paragraph,173,29,567,740
info_cubo_admision_v19.md,"** Nota Media **
Nota media de admisión de los estudiantes que participan en el proceso de admisión. Notas:",paragraph,107,23,742,849
info_cubo_admision_v19.md,">Si en la consulta se introduce el plan de estudios, el indicador resultante será la nota media de admisión
de los estudiantes que solicitan admisión en el plan. Si se quiere conocer la nota media de los admitidos, deberá seleccionarse el valor S en la dimensión ""Admitido"" y si se desea conocer la nota media de los matriculados de nuevo ingreso, deberá seleccionarse el valor S en la dimensión ""Matric. Nuevo Ingreso"".",paragraph,420,83,851,1271
info_cubo_admision_v19.md,">Es recomendable introducir la dimensión ""cupo adjudicación"" para poder distinguir las notas medias de
admisión del cupo general y de los cupos de reserva.",paragraph,155,28,1273,1428
info_cubo_admision_v19.md,"** Solicitantes **
Número de personas que presentan una solicitud de admisión. Nota:",paragraph,84,17,1430,1514
info_cubo_admision_v19.md,">Si se ejecuta una consulta sin incluir la convocatoria, se contará a cada estudiante una sola vez,
independientemente de si presenta una o dos solicitudes de admisión en un mismo curso académico.",paragraph,196,36,1516,1712
info_cubo_admision_v19.md,=== DIMENSIONES ===,paragraph,19,3,1714,1733
info_cubo_admision_v19.md,## DIMENSION: Adjudicación ##,paragraph,29,7,1735,1764
info_cubo_admision_v19.md,"Atributos:
• Admitido (S/N):
Identifica si la solicitud han sido admitida (S) o no (N) en un estudio y curso académico determinados. Notas:",paragraph,139,33,1766,1905
info_cubo_admision_v19.md,">Un estudiante admitido es aquél al que se le adjudica una plaza de nuevo ingreso, independientemente
de si después formaliza o no la matrícula.",paragraph,144,27,1907,2051
info_cubo_admision_v19.md,">Esta variable incluye los admitidos en el momento de la adjudicación y los admitidos posteriores, en virtud
de los llamamientos o de un recurso resuelto a su favor.",paragraph,165,31,2053,2218
info_cubo_admision_v19.md,"• Convocatoria:
Clasifica las solicitudes en función de si participan en la convocatoria ordinaria de admisión o en la extraordinaria.",paragraph,134,22,2220,2354
